time,mode,label,step_index,users,duration_sec,connect_success_pct,connect_p95_ms,disconnect_pct,messages,ticks,tick_latency_p95_ms,tick_latency_max_ms,avg_messages_per_sec,avg_ticks_per_sec,avg_bytes_per_sec,bytes_per_user,event_loop_lag_p95_ms,event_loop_lag_max_ms,heap_growth_mb,heap_continuous_growth,resubscribe_count,pass,fail_reasons,stop_reason
2026-02-14T17:13:13.122Z,single,single,1,200,365,5.50,242.6,54.55,106,0,0.00,0.00,0.29,0.00,7,219.09,10.82,22.63,1.76,false,0,FAIL,connect success 5.50% < 99% | disconnects 54.55% > 1%,Interrupted by SIGINT.
